id,listing_id,make,model,title,url,price,mileage,fuel_type,first_registration,power,transmission,seller_type,location,scraped_date,scraped_timestamp,is_active,created_at,updated_at
7184,0960d24a-bf2f-4cdf-b770-e4ea31c2a9a1,audi,a4,Audi A42.0 TDI 143 DPF Attraction,,5300.0,200000,Diesel,12-2009,,,Privat,,2026-05-07T06:45:31.398879,1778136331,1,2026-04-30 06:35:12,2026-05-07 06:45:34
7252,decd3614-301d-4a6c-8294-ac9b8e09acdb,audi,a4,Audi A4Avant 2.0 TDI DPF multitronic Ambiente,,6999.0,194000,Diesel,01-2010,,,Privat,,2026-05-07T06:45:31.398214,1778136331,1,2026-05-04 06:48:02,2026-05-07 06:45:34
264,60490479-d293-428b-9fd0-a7f507345421,audi,a4,Audi A4Limousine Advanced 40 TDI s-tr,,25800.0,83000,Diesel,12-2020,,,Händler,,2026-05-07T06:45:27.460265,1778136327,1,2025-07-04 19:23:45,2026-05-07 06:45:34
270,8a0413ef-9283-475b-8d7b-f8e4e7eb1e9a,audi,a4,Audi A4Limousine 35 TDI s-tronic,,29900.0,36000,Diesel,05-2023,,,Händler,,2026-05-07T06:45:27.463786,1778136327,1,2025-07-04 19:23:45,2026-05-07 06:45:34
1714,98402325-111a-4a51-8fbd-180350388a22,audi,a4,Audi A4Avant,,33980.0,60600,Diesel,06-2024,,,Händler,,2026-05-07T06:45:27.462473,1778136327,1,2025-09-24 04:29:47,2026-05-07 06:45:34
2990,4054fc1a-d93d-474b-b9c2-a5c90363c2d5,audi,a4,Audi A4A4 Avant 40 TFSI S tronic S line,,35900.0,29100,Benzin,03-2024,,,Privat,,2026-05-07T06:45:27.461601,1778136327,1,2025-12-04 04:38:20,2026-05-07 06:45:34
3568,5671b318-8e48-465b-bc74-8df17ef96a0c,audi,a4,Audi A4Avant 2.0 TDI,,16999.0,103000,Diesel,09-2015,,,Privat,,2026-05-07T06:45:27.461166,1778136327,1,2025-12-19 04:40:38,2026-05-07 06:45:34
3610,7333e0b0-6970-4f96-90d2-a42abcdddc59,audi,a4,Audi A4Avant 2.5 TDI,,5300.0,348600,Diesel,12-2004,,,Privat,,2026-05-07T06:45:27.462903,1778136327,1,2025-12-20 04:34:19,2026-05-07 06:45:34
5497,7f0936ff-5155-499c-9a03-f3b982c6a9cd,audi,a4,Audi A4Avant 40 TFSI quattro S tronic advanced,,29000.0,80000,Benzin,09-2021,,,Privat,,2026-05-07T06:45:27.464664,1778136327,1,2026-02-25 05:27:37,2026-05-07 06:45:34
5553,1b17ea75-8faf-4d65-98b8-c7919f52817e,audi,a4,Audi A4AVANT 30TDI ATTRACTION S-TRONIC,,24900.0,124500,3,01-2022,,,Händler,,2026-05-07T06:45:27.462026,1778136327,1,2026-02-27 05:19:12,2026-05-07 06:45:34
5746,c5179c9d-0c7f-441b-9275-7dddc396163c,audi,a4,Audi A440 TDI 204 CV S-TRONIC 7 S LINE VIRTUAL COCKPIT,,29490.0,63381,Diesel,04-2022,,,Händler,,2026-05-07T06:45:27.464238,1778136327,1,2026-03-05 05:16:22,2026-05-07 06:45:34
6574,e251de18-d157-40b7-aa54-2dee4e761426,audi,a4,Audi A4A4 2.0 TDI DPF multitronic,,4000.0,185000,Diesel,05-2007,,,Privat,,2026-05-07T06:45:27.467295,1778136327,1,2026-04-05 05:49:40,2026-05-07 06:45:34
6575,14785fad-b3e7-44cb-9ac1-1504ddf9e26e,audi,a4,Audi A4A4 1.9 TDI,,3000.0,398000,Diesel,03-2004,,,Privat,,2026-05-07T06:45:27.465535,1778136327,1,2026-04-05 05:49:40,2026-05-07 06:45:34
6604,9d6ac017-37ff-408c-8c08-8e65d9336fb4,audi,a4,Audi A4Avant 3.0 TDI DPF quattro S tronic line Sportpaket,,19000.0,163000,Diesel,06-2015,,,Privat,,2026-05-07T06:45:27.463353,1778136327,1,2026-04-08 05:52:37,2026-05-07 06:45:34
6651,c657d489-527d-4585-99d7-9dde67d26b2b,audi,a4,Audi A4A4 Cabriolet 3.2 FSI quattro tiptronic,,7300.0,156241,Benzin,05-2007,,,Privat,,2026-05-07T06:45:27.466416,1778136327,1,2026-04-10 06:04:12,2026-05-07 06:45:34
6666,a1c8d84e-5b02-4885-9bc2-71eaf0bbfa83,audi,a4,Audi A4A4 1.9 TDI,,2300.0,305000,Diesel,10-1995,,,Privat,,2026-05-07T06:45:27.467725,1778136327,1,2026-04-11 05:28:57,2026-05-07 06:45:34
6851,114425ba-6547-4933-87ad-473baf8dfaad,audi,a4,Audi A4A4 Cabriolet 3.0,,3500.0,135000,Benzin,05-2002,,,Privat,,2026-05-07T06:45:27.465088,1778136327,1,2026-04-19 06:05:10,2026-05-07 06:45:34
6956,c1fdcdf3-70d4-4894-b5d2-1876fbec5ca2,audi,a4,Audi A42.0 TDI Sport Quattro,,31990.0,75500,Diesel,08-2019,,,Händler,,2026-05-07T06:45:27.460708,1778136327,1,2026-04-22 06:06:24,2026-05-07 06:45:34
7042,0126e8b3-4e60-4139-9fb5-0e7b0df31e92,audi,a4,Audi A4Avant 30 TDI Advanced S-Tr. LANE GARANTIE 05/2029,,31480.0,15600,Diesel,05-2024,,,Händler,,2026-05-07T06:45:27.459791,1778136327,1,2026-04-24 06:16:10,2026-05-07 06:45:34
7148,0b8fe4d0-44b4-44d2-87f3-d101cf3fe498,audi,a4,Audi A4Avant 2.0 TDI DPF clean diesel multitronic S line Sportpaket,,10500.0,250000,Diesel,07-2015,,,Privat,,2026-05-07T06:45:27.465962,1778136327,1,2026-04-29 06:31:30,2026-05-07 06:45:34
7150,7111dde5-6c3a-4494-9338-9db40e8b5168,audi,a4,"Audi A4Avant 3,0 TDI quattro tiptronic",,22700.0,177500,Diesel,03-2016,,,Privat,,2026-05-07T06:45:27.466845,1778136327,1,2026-04-29 06:31:30,2026-05-07 06:45:34
2196,3cee664f-f4ad-43a7-b897-4177c1977ed3,audi,a4,Audi A4A4 Avant 1.9 TDI,,5900.0,226000,Diesel,05-2005,,,Händler,,2026-05-07T06:45:23.610063,1778136323,1,2025-10-16 04:30:33,2026-05-07 06:45:34
2655,6eaeeb51-6932-403c-9430-294df60ffc8c,audi,a4,Audi A435 TFSI S-Line S-Tronic,,35900.0,77950,Benzin,01-2021,,,Händler,,2026-05-07T06:45:23.610939,1778136323,1,2025-11-14 04:32:08,2026-05-07 06:45:34
5094,11832f6d-c04a-4d89-88de-450ea6ea8b3a,audi,a4,Audi A4Audi A4 1.8 Benzin Bj.97 automatic,,3400.0,132000,Benzin,01-1997,,,Privat,,2026-05-07T06:45:23.608204,1778136323,1,2026-02-10 05:41:54,2026-05-07 06:45:34
